Idx of Removed Row,Class,Base Accuracy,Accuracy,Change in Accuracy,Change in Accuracy(ABS)
477,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
478,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
479,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
480,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
481,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
482,opel,0.78,0.78,0.0,0.0
483,van,0.78,0.78,0.0,0.0
484,van,0.78,0.78,0.0,0.0
485,bus,0.78,0.78,0.0,0.0
486,opel,0.78,0.78,0.0,0.0
487,saab,0.78,0.78,0.0,0.0
488,opel,0.78,0.78,0.0,0.0
489,opel,0.78,0.78,0.0,0.0
490,saab,0.78,0.78,0.0,0.0
491,saab,0.78,0.78,0.0,0.0
492,bus,0.78,0.78,0.0,0.0
493,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
494,bus,0.78,0.78,0.0,0.0
495,bus,0.78,0.78,0.0,0.0
496,opel,0.78,0.78,0.0,0.0
497,van,0.78,0.78,0.0,0.0
498,van,0.78,0.78,0.0,0.0
499,opel,0.78,0.78,0.0,0.0
500,opel,0.78,0.78,0.0,0.0
501,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
502,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
503,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
504,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
505,saab,0.78,0.78,0.0,0.0
506,saab,0.78,0.78,0.0,0.0
507,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
508,van,0.78,0.78,0.0,0.0
509,opel,0.78,0.78,0.0,0.0
510,bus,0.78,0.78,0.0,0.0
511,opel,0.78,0.78,0.0,0.0
512,opel,0.78,0.78,0.0,0.0
513,saab,0.78,0.78,0.0,0.0
514,van,0.78,0.78,0.0,0.0
515,opel,0.78,0.78,0.0,0.0
516,opel,0.78,0.78,0.0,0.0
517,saab,0.78,0.78,0.0,0.0
518,saab,0.78,0.78,0.0,0.0
519,van,0.78,0.78,0.0,0.0
520,saab,0.78,0.78,0.0,0.0
521,van,0.78,0.78,0.0,0.0
522,saab,0.78,0.78,0.0,0.0
523,van,0.78,0.78,0.0,0.0
524,opel,0.78,0.78,0.0,0.0
525,saab,0.78,0.78,0.0,0.0
526,saab,0.78,0.78,0.0,0.0
527,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
528,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
529,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
530,saab,0.78,0.78,0.0,0.0
531,bus,0.78,0.78,0.0,0.0
532,saab,0.78,0.78,0.0,0.0
533,van,0.78,0.78,0.0,0.0
534,van,0.78,0.79,0.010000000000000009,0.010000000000000009
535,van,0.78,0.78,0.0,0.0
536,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
537,van,0.78,0.79,0.010000000000000009,0.010000000000000009
538,opel,0.78,0.78,0.0,0.0
539,bus,0.78,0.78,0.0,0.0
540,bus,0.78,0.78,0.0,0.0
541,van,0.78,0.78,0.0,0.0
542,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
543,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
544,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
545,van,0.78,0.79,0.010000000000000009,0.010000000000000009
546,van,0.78,0.79,0.010000000000000009,0.010000000000000009
547,bus,0.78,0.8,0.020000000000000018,0.020000000000000018
548,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
549,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
550,van,0.78,0.79,0.010000000000000009,0.010000000000000009
551,opel,0.78,0.78,0.0,0.0
552,saab,0.78,0.78,0.0,0.0
553,bus,0.78,0.78,0.0,0.0
554,saab,0.78,0.78,0.0,0.0
555,opel,0.78,0.78,0.0,0.0
556,bus,0.78,0.78,0.0,0.0
557,saab,0.78,0.78,0.0,0.0
558,bus,0.78,0.78,0.0,0.0
559,saab,0.78,0.78,0.0,0.0
560,opel,0.78,0.78,0.0,0.0
561,opel,0.78,0.78,0.0,0.0
562,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
563,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
564,bus,0.78,0.78,0.0,0.0
565,saab,0.78,0.78,0.0,0.0
566,saab,0.78,0.78,0.0,0.0
567,saab,0.78,0.78,0.0,0.0
568,bus,0.78,0.78,0.0,0.0
569,van,0.78,0.78,0.0,0.0
570,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
571,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
572,van,0.78,0.79,0.010000000000000009,0.010000000000000009
573,van,0.78,0.79,0.010000000000000009,0.010000000000000009
574,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
575,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
576,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
577,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
578,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
579,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
580,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
581,van,0.78,0.79,0.010000000000000009,0.010000000000000009
582,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
583,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
584,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
585,van,0.78,0.79,0.010000000000000009,0.010000000000000009
586,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
587,opel,0.78,0.8,0.020000000000000018,0.020000000000000018
588,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
589,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
590,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
591,opel,0.78,0.8,0.020000000000000018,0.020000000000000018
592,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
593,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
594,van,0.78,0.79,0.010000000000000009,0.010000000000000009
595,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
596,opel,0.78,0.8,0.020000000000000018,0.020000000000000018
597,van,0.78,0.79,0.010000000000000009,0.010000000000000009
598,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
599,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
600,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
601,van,0.78,0.79,0.010000000000000009,0.010000000000000009
602,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
603,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
604,opel,0.78,0.78,0.0,0.0
605,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
606,van,0.78,0.8,0.020000000000000018,0.020000000000000018
607,van,0.78,0.8,0.020000000000000018,0.020000000000000018
608,opel,0.78,0.8,0.020000000000000018,0.020000000000000018
609,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
610,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
611,van,0.78,0.79,0.010000000000000009,0.010000000000000009
612,opel,0.78,0.78,0.0,0.0
613,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
614,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
615,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
616,opel,0.78,0.78,0.0,0.0
617,van,0.78,0.8,0.020000000000000018,0.020000000000000018
618,van,0.78,0.79,0.010000000000000009,0.010000000000000009
619,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
620,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
621,van,0.78,0.79,0.010000000000000009,0.010000000000000009
622,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
623,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
624,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
625,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
626,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
627,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
628,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
629,van,0.78,0.79,0.010000000000000009,0.010000000000000009
630,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
631,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
632,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
633,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
634,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
635,van,0.78,0.79,0.010000000000000009,0.010000000000000009
636,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
637,bus,0.78,0.8,0.020000000000000018,0.020000000000000018
638,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
639,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
640,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
641,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
642,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
643,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
644,van,0.78,0.79,0.010000000000000009,0.010000000000000009
645,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
646,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
647,saab,0.78,0.78,0.0,0.0
648,saab,0.78,0.78,0.0,0.0
649,saab,0.78,0.78,0.0,0.0
650,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
651,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
652,opel,0.78,0.8,0.020000000000000018,0.020000000000000018
653,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
654,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
655,van,0.78,0.8,0.020000000000000018,0.020000000000000018
656,bus,0.78,0.78,0.0,0.0
657,van,0.78,0.78,0.0,0.0
658,van,0.78,0.78,0.0,0.0
659,saab,0.78,0.78,0.0,0.0
660,van,0.78,0.78,0.0,0.0
661,saab,0.78,0.78,0.0,0.0
662,saab,0.78,0.78,0.0,0.0
663,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
664,van,0.78,0.78,0.0,0.0
665,van,0.78,0.78,0.0,0.0
666,opel,0.78,0.78,0.0,0.0
667,saab,0.78,0.78,0.0,0.0
668,van,0.78,0.78,0.0,0.0
669,bus,0.78,0.78,0.0,0.0
670,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
671,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
672,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
673,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
674,saab,0.78,0.78,0.0,0.0
675,opel,0.78,0.78,0.0,0.0
676,bus,0.78,0.78,0.0,0.0
677,bus,0.78,0.78,0.0,0.0
678,bus,0.78,0.78,0.0,0.0
679,bus,0.78,0.78,0.0,0.0
680,van,0.78,0.78,0.0,0.0
681,bus,0.78,0.78,0.0,0.0
682,van,0.78,0.78,0.0,0.0
683,bus,0.78,0.78,0.0,0.0
684,bus,0.78,0.78,0.0,0.0
685,bus,0.78,0.78,0.0,0.0
686,opel,0.78,0.78,0.0,0.0
687,bus,0.78,0.78,0.0,0.0
688,saab,0.78,0.8,0.020000000000000018,0.020000000000000018
689,saab,0.78,0.78,0.0,0.0
690,saab,0.78,0.78,0.0,0.0
691,bus,0.78,0.78,0.0,0.0
692,saab,0.78,0.78,0.0,0.0
693,van,0.78,0.78,0.0,0.0
694,saab,0.78,0.78,0.0,0.0
695,van,0.78,0.79,0.010000000000000009,0.010000000000000009
696,saab,0.78,0.78,0.0,0.0
697,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
698,bus,0.78,0.79,0.010000000000000009,0.010000000000000009
699,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
700,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
701,saab,0.78,0.79,0.010000000000000009,0.010000000000000009
702,opel,0.78,0.79,0.010000000000000009,0.010000000000000009
703,van,0.78,0.78,0.0,0.0
704,opel,0.78,0.78,0.0,0.0
705,saab,0.78,0.78,0.0,0.0
706,van,0.78,0.78,0.0,0.0
707,van,0.78,0.78,0.0,0.0
708,van,0.78,0.78,0.0,0.0
709,opel,0.78,0.78,0.0,0.0
710,bus,0.78,0.78,0.0,0.0
711,saab,0.78,0.78,0.0,0.0
712,saab,0.78,0.78,0.0,0.0
713,saab,0.78,0.78,0.0,0.0
714,bus,0.78,0.78,0.0,0.0
715,opel,0.78,0.78,0.0,0.0
716,saab,0.78,0.78,0.0,0.0
717,bus,0.78,0.78,0.0,0.0
718,opel,0.78,0.78,0.0,0.0
719,saab,0.78,0.78,0.0,0.0
720,opel,0.78,0.78,0.0,0.0
721,saab,0.78,0.78,0.0,0.0
722,van,0.78,0.78,0.0,0.0
723,opel,0.78,0.78,0.0,0.0
724,van,0.78,0.78,0.0,0.0
725,van,0.78,0.78,0.0,0.0
726,saab,0.78,0.78,0.0,0.0
727,bus,0.78,0.78,0.0,0.0
728,opel,0.78,0.78,0.0,0.0
729,opel,0.78,0.78,0.0,0.0
730,opel,0.78,0.78,0.0,0.0
731,bus,0.78,0.78,0.0,0.0
732,van,0.78,0.78,0.0,0.0
733,bus,0.78,0.78,0.0,0.0
734,van,0.78,0.78,0.0,0.0
735,opel,0.78,0.78,0.0,0.0
736,saab,0.78,0.78,0.0,0.0
737,bus,0.78,0.78,0.0,0.0
738,bus,0.78,0.78,0.0,0.0
739,van,0.78,0.78,0.0,0.0
740,saab,0.78,0.78,0.0,0.0
741,bus,0.78,0.78,0.0,0.0
742,opel,0.78,0.78,0.0,0.0
743,saab,0.78,0.78,0.0,0.0
744,van,0.78,0.78,0.0,0.0
745,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
746,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
747,bus,0.78,0.78,0.0,0.0
748,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
749,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
750,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
751,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
752,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
753,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
754,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
755,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
756,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
757,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
758,bus,0.78,0.76,-0.020000000000000018,0.020000000000000018
759,van,0.78,0.76,-0.020000000000000018,0.020000000000000018
760,opel,0.78,0.78,0.0,0.0
761,saab,0.78,0.76,-0.020000000000000018,0.020000000000000018
762,van,0.78,0.76,-0.020000000000000018,0.020000000000000018
763,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
764,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
765,bus,0.78,0.76,-0.020000000000000018,0.020000000000000018
766,saab,0.78,0.76,-0.020000000000000018,0.020000000000000018
767,bus,0.78,0.76,-0.020000000000000018,0.020000000000000018
768,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
769,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
770,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
771,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
772,opel,0.78,0.78,0.0,0.0
773,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
774,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
775,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
776,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
777,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
778,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
779,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
780,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
781,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
782,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
783,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
784,van,0.78,0.78,0.0,0.0
785,bus,0.78,0.78,0.0,0.0
786,saab,0.78,0.78,0.0,0.0
787,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
788,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
789,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
790,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
791,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
792,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
793,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
794,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
795,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
796,opel,0.78,0.78,0.0,0.0
797,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
798,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
799,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
800,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
801,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
802,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
803,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
804,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
805,bus,0.78,0.78,0.0,0.0
806,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
807,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
808,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
809,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
810,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
811,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
812,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
813,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
814,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
815,bus,0.78,0.77,-0.010000000000000009,0.010000000000000009
816,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
817,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
818,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
819,saab,0.78,0.77,-0.010000000000000009,0.010000000000000009
820,saab,0.78,0.78,0.0,0.0
821,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
822,van,0.78,0.77,-0.010000000000000009,0.010000000000000009
823,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
824,opel,0.78,0.78,0.0,0.0
825,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
826,opel,0.78,0.77,-0.010000000000000009,0.010000000000000009
827,opel,0.78,0.78,0.0,0.0
828,van,0.78,0.78,0.0,0.0
829,van,0.78,0.78,0.0,0.0
830,bus,0.78,0.78,0.0,0.0
831,bus,0.78,0.78,0.0,0.0
832,saab,0.78,0.78,0.0,0.0
833,saab,0.78,0.78,0.0,0.0
834,saab,0.78,0.78,0.0,0.0
835,bus,0.78,0.78,0.0,0.0
836,van,0.78,0.78,0.0,0.0
837,saab,0.78,0.78,0.0,0.0
838,van,0.78,0.78,0.0,0.0
839,van,0.78,0.78,0.0,0.0
840,opel,0.78,0.78,0.0,0.0
841,saab,0.78,0.78,0.0,0.0
842,van,0.78,0.78,0.0,0.0
843,saab,0.78,0.78,0.0,0.0
844,saab,0.78,0.78,0.0,0.0
